pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,route_distance_km,route_duration_min,pickup_hour,day_of_week,weather_flag,fare_amount
18.943928,72.834149,19.001951,72.843194,2,6.52,17.2,22,2,0,134.42
19.092606,73.004119,19.054039,72.815326,1,20.3,83.8,21,4,0,758.69
19.076132,72.866809,19.075144,72.831918,1,3.67,9.5,2,3,0,101.13
18.999576,72.859657,18.933843,72.823387,2,8.24,23.0,12,3,0,197.29
19.008065,72.854644,18.928126,72.818002,1,9.69,39.3,18,5,1,408.04
18.92771,72.842836,19.139682,72.891349,2,24.12,70.8,5,3,0,749.36
19.0652,72.863352,19.214542,72.985195,2,20.97,95.0,9,6,0,886.94
19.082767,73.007279,19.042235,72.82824,2,19.35,78.2,10,6,0,698.92
19.041692,72.839212,19.136154,72.893602,2,11.96,29.4,1,0,0,305.12
18.955879,72.833532,18.94471,72.820928,3,1.82,4.7,3,3,0,39.04
19.07859,72.856733,18.9375,72.806474,1,16.55,46.5,7,3,0,388.8
19.130627,72.902621,19.11798,72.842406,1,6.48,19.0,14,2,0,154.8
19.070668,72.864235,19.085615,72.852125,2,2.09,5.2,2,4,0,47.95
19.102479,72.845798,18.932467,72.836487,2,18.93,68.3,9,1,0,600.42
19.058527,72.999141,18.945687,72.853336,1,19.81,54.0,0,6,1,642.91
19.074013,72.846699,19.09445,73.010199,1,17.33,58.2,14,0,0,503.84
19.146378,72.916406,19.102086,72.841341,1,9.3,39.5,8,6,0,360.62
18.93628,72.832544,19.052938,72.827161,1,12.98,36.5,12,1,0,313.01
18.999694,72.835639,18.939278,72.817394,4,6.99,18.3,3,6,2,240.28
19.060548,72.812666,19.113049,72.899246,1,10.81,46.3,8,0,0,429.17
18.932365,72.825471,19.042538,72.820857,1,12.26,33.9,2,5,0,347.76
19.120573,72.843763,19.061749,72.880523,2,7.6,19.0,2,0,1,224.35
19.080012,72.851026,19.071842,72.817875,1,3.6,9.6,3,1,1,119.84
19.014722,72.848804,19.106294,72.864149,1,10.31,30.8,2,1,1,371.27
19.075294,72.826137,19.118645,72.864585,1,6.29,18.2,4,3,2,243.36
19.018481,72.835667,18.944425,72.853974,2,8.46,28.5,14,2,0,244.05
19.072458,72.881991,19.07923,72.886159,1,0.87,2.8,13,5,1,35.34
19.114186,72.856492,19.229532,72.983008,1,18.47,47.1,3,6,0,475.01
18.957721,72.840212,18.941457,72.844984,2,1.88,5.6,22,0,0,50.32
19.03167,72.837465,19.081715,72.857442,2,5.95,20.2,14,2,0,179.77
19.237644,72.99317,19.048744,72.872844,3,24.51,68.0,15,1,2,730.45
19.063951,73.012127,18.998984,72.843038,1,19.19,62.1,6,0,0,534.46
19.006881,72.849936,19.091459,72.859268,1,9.46,28.0,1,0,0,296.5
19.130321,72.827054,19.125186,72.891064,2,6.75,17.6,5,2,0,190.19
19.072952,72.825302,19.145367,72.91313,1,12.25,52.4,9,5,0,471.4
19.085535,72.858364,19.07157,72.851055,1,1.73,4.7,7,2,1,46.26
19.108272,72.857694,19.113872,72.912976,2,5.84,16.1,14,4,0,136.26
19.006512,72.855535,18.932888,72.815836,2,9.19,39.2,10,5,0,361.54
19.118364,72.862313,18.94089,72.828073,1,20.06,77.4,17,6,0,696.07
19.025178,72.852713,18.939959,72.847075,2,9.49,27.1,0,1,0,280.99
19.1121,72.856316,18.921996,72.837535,1,21.23,56.1,23,2,0,573.35
18.955446,72.828455,19.107002,72.868208,2,17.36,50.8,23,3,0,531.97
18.92164,72.850512,19.233001,72.973773,1,36.97,150.0,18,0,0,1361.55
19.21133,72.996473,19.015325,72.842157,1,27.16,113.3,9,0,0,1032.26
19.088683,72.880257,19.207425,72.994885,2,17.87,53.3,7,0,1,520.37
19.09303,73.003795,18.956397,72.846936,1,22.42,55.9,5,3,0,573.81
18.95909,72.81713,19.217852,72.961671,1,32.54,83.2,22,0,0,679.38
18.937531,72.830885,19.226524,72.972407,2,35.41,102.6,22,4,0,854.24
19.056642,72.845075,19.201223,72.981674,3,21.55,68.3,16,4,0,589.71
19.111381,72.857525,19.223886,72.959489,2,16.47,49.1,7,1,0,415.47
18.963457,72.836055,19.120958,72.921924,1,19.7,56.9,3,4,0,603.97
19.095834,72.88205,19.047817,72.817823,1,8.61,23.6,4,6,0,260.07
19.1184,72.889941,19.099444,72.872429,2,2.8,7.6,1,1,0,84.72
18.95587,72.8521,19.051807,72.829291,1,10.93,41.5,21,3,0,366.26
19.236474,72.987627,19.134656,72.849222,3,18.42,46.9,2,4,0,490.34
18.96149,72.81933,19.064955,72.843911,4,11.79,31.9,0,4,0,327.45
19.058374,73.004872,19.013015,72.827944,2,19.27,71.0,18,2,1,716.34
19.036465,72.851566,18.932202,72.834757,2,11.73,36.5,6,3,0,313.48
18.946618,72.843295,18.936155,72.825252,2,2.23,8.9,9,1,0,82.8
19.07328,72.828512,19.092149,73.013951,1,19.6,49.3,3,0,0,505.9
19.05589,72.810542,19.071037,72.855323,1,5.0,13.4,22,3,1,123.02
19.03017,72.860625,19.008671,72.843855,1,2.97,7.7,0,6,0,74.88
19.214112,72.997426,18.935055,72.827343,1,35.81,108.6,7,1,1,1049.81
18.944757,72.817516,19.013476,72.843915,2,8.13,32.1,8,0,2,375.09
19.129866,72.924593,19.039735,72.81755,1,15.07,69.6,10,5,0,643.91
19.115679,72.924149,19.229675,72.968869,2,13.52,56.6,9,2,0,516.06
18.952102,72.828275,19.218348,72.986001,1,33.93,114.2,15,5,0,990.39
19.083427,72.852675,19.045712,72.883991,1,5.33,14.1,1,3,0,145.63
19.085381,72.987903,19.219809,72.992383,1,14.96,62.4,19,0,0,560.65
19.121734,72.906997,18.938325,72.813683,2,22.63,59.9,1,4,0,614.77
19.073897,72.875856,19.073073,72.826525,1,5.19,15.6,16,0,0,133.29
19.231776,72.984702,19.063869,72.884228,2,21.45,71.4,16,5,0,616.02
19.051149,72.855943,19.061631,72.81952,1,4.0,11.5,14,1,1,112.43
19.137406,72.846891,18.933913,72.819079,2,22.82,100.5,8,6,0,929.34
19.036173,72.859745,19.206293,72.990541,1,23.38,68.5,2,2,0,722.65
18.931056,72.838049,18.924895,72.831247,4,0.99,2.9,15,0,0,28.62
19.041737,72.833832,19.081671,72.877762,2,6.41,23.2,21,0,0,205.3
19.072152,72.842013,19.12883,72.898322,1,8.64,25.3,12,3,0,219.88
19.133949,72.923675,18.939819,72.852957,3,22.83,104.2,19,5,0,966.63
19.026677,72.858741,18.94122,72.837555,1,9.76,25.3,1,6,0,259.25
18.935456,72.837436,19.146214,72.90106,3,24.37,98.1,18,1,1,1015.18
19.074578,72.82317,19.101104,72.852456,1,4.26,15.9,11,1,0,143.06
19.223447,72.993511,19.017914,72.840364,1,27.95,85.6,13,0,0,725.01
19.041094,72.829511,19.069151,72.83899,1,3.28,8.3,23,0,2,109.96
18.934397,72.812251,19.062813,72.980822,2,22.76,65.9,6,0,2,714.91
19.04989,72.882152,18.998874,72.845572,1,6.85,19.1,3,0,0,199.14
19.007325,72.844754,19.05111,72.848821,1,4.89,14.4,12,2,1,139.34
18.95894,72.830505,19.208389,72.993204,1,32.58,102.0,15,4,0,865.57
18.94565,72.812901,19.137129,72.863241,1,21.94,61.9,12,6,0,517.53
18.946753,72.814012,19.057322,72.840229,1,12.6,35.1,1,2,0,366.71
19.061185,72.850075,19.106381,72.857324,1,5.08,21.4,21,5,1,218.54
18.949803,72.837987,19.1389,72.839188,2,21.03,58.4,13,2,0,482.1
19.061367,73.003847,18.948687,72.845103,3,20.87,56.9,16,2,0,471.0
19.11268,72.860679,19.011205,72.843457,4,11.43,35.4,13,0,2,383.5
18.944883,72.816797,19.119282,72.854255,1,19.79,57.3,23,5,0,605.47
19.008029,72.837695,18.932207,72.838017,1,8.43,27.7,15,0,2,314.29
18.947179,72.819022,18.929801,72.825881,1,2.06,5.1,4,0,0,46.91
19.100177,72.875903,19.113373,72.862424,1,2.04,5.0,0,2,0,55.75
19.071535,73.01142,18.953601,72.853918,1,21.12,89.4,8,0,1,940.1
19.00851,72.850676,18.948628,72.838683,1,6.78,18.2,23,5,1,208.81
19.067968,72.858615,19.079229,72.839771,2,2.34,10.1,17,4,0,93.7
19.092288,73.017792,19.066815,72.87247,1,15.53,42.5,7,6,1,411.28
19.140352,72.919131,19.004142,72.843718,1,17.09,49.7,3,3,1,597.68
19.082264,72.884122,19.225482,72.967547,1,18.18,49.9,23,6,1,597.1
19.128417,72.834687,19.099455,72.88281,3,5.99,18.3,13,2,0,157.63
19.015874,72.835496,19.036383,72.846948,1,2.58,10.1,8,0,1,105.54
19.204563,72.965552,19.051501,72.83288,1,22.0,79.6,18,4,0,699.75
19.058773,72.855156,19.073949,73.01197,1,16.57,73.2,21,1,0,668.11
19.065734,72.843557,19.090049,73.001874,2,16.86,57.3,15,3,0,495.46
19.075086,72.989817,19.225742,72.96882,1,16.9,75.3,9,6,0,688.77
19.209271,72.997698,19.081734,72.879695,1,18.84,73.9,10,0,0,659.65
19.145416,72.927807,19.081514,72.989141,1,9.59,30.0,13,0,0,258.92
19.11961,72.843522,19.082921,72.983842,2,15.3,65.9,8,6,0,597.21
19.108229,72.925814,18.933493,72.822261,3,22.27,55.1,1,5,0,563.03
19.102666,72.857258,19.082658,73.013758,4,16.59,59.9,17,6,0,520.29
19.02542,72.829637,19.115793,72.855699,1,10.42,25.6,3,5,0,259.07
19.10721,72.916772,19.223633,72.985641,2,14.83,44.6,15,6,0,373.35
19.053099,72.824761,19.129073,72.925289,1,13.53,33.8,5,1,0,345.59
19.128468,72.91265,19.030124,72.846351,1,12.97,38.8,4,5,0,404.68
19.070417,72.818744,18.923891,72.825444,2,16.31,63.4,8,1,0,562.92
19.045707,72.855204,19.006708,72.832316,2,4.96,13.9,4,0,1,166.38
19.041244,72.829327,19.035826,72.859667,1,3.25,9.7,3,0,0,95.6
19.107603,72.82666,19.077099,72.816977,2,3.54,10.5,0,3,0,110.27
19.054388,72.816184,18.944845,72.831545,1,12.29,49.8,17,0,0,450.25
19.068198,72.85365,18.950427,72.823664,3,13.47,62.2,11,5,0,571.3
19.131432,72.859404,18.934986,72.815973,1,22.32,57.9,0,2,0,599.18
19.045838,72.861907,19.014333,72.844609,1,3.95,10.7,0,2,0,114.51
19.141326,72.896222,19.059852,72.874243,1,9.35,41.8,9,6,0,398.47
19.044513,72.848122,19.075944,72.825923,1,4.2,11.5,13,3,0,99.2
19.007348,72.83577,19.13002,72.894067,1,14.95,59.1,17,2,0,527.78
19.138381,72.850853,19.228231,72.996088,1,18.23,66.2,19,1,1,674.78
19.209935,72.986718,19.216476,72.981738,1,0.9,3.9,9,1,1,62.51
19.055394,72.819693,19.092057,72.991674,1,18.53,56.2,14,3,0,480.36
18.926322,72.816166,19.074441,72.854947,3,16.97,64.7,19,1,0,572.46
19.073113,72.816285,19.072338,72.86486,1,5.11,22.3,18,6,0,205.42
19.132325,72.833568,19.02093,72.863467,1,12.78,33.8,5,1,0,348.03
19.062971,72.86399,18.929801,72.823592,1,15.4,43.0,22,4,2,469.04
19.074406,72.992125,19.205457,72.977804,1,14.65,61.7,10,5,0,553.41
19.060461,72.872384,18.946694,72.806185,1,14.44,61.0,21,3,0,557.02
19.136684,72.855188,19.062008,72.980092,1,15.53,41.6,3,6,2,563.34
19.117265,72.853608,19.034646,72.863164,1,9.24,34.4,8,2,0,309.93
19.088488,72.861344,19.116666,72.836087,1,4.11,16.9,19,5,1,183.67
19.089242,72.849257,19.084922,72.851822,4,0.55,1.5,4,6,0,43.19
19.107428,72.861126,19.077489,73.014717,3,16.48,45.9,23,2,2,621.56
18.963673,72.832707,18.955835,72.84508,1,1.57,4.5,1,2,1,54.06
19.132868,72.826664,19.072315,72.824473,2,6.74,17.5,3,2,0,177.14
18.945588,72.853372,19.071825,72.866169,2,14.1,42.2,3,2,0,443.74
19.098502,72.872959,19.014402,72.836394,2,10.11,28.9,6,4,0,240.79
19.120247,72.909036,19.221424,72.968389,1,12.86,40.1,15,4,0,335.16
19.072191,72.826425,19.017133,72.850758,1,6.63,20.7,16,5,0,179.92
19.207432,72.97255,19.060939,72.994425,1,16.45,41.1,0,0,0,421.36
19.076288,72.864659,19.218234,72.997163,3,21.04,80.4,11,4,1,827.54
19.144041,72.922854,19.063912,73.006056,1,12.48,30.8,3,2,1,363.31
19.115577,72.894309,18.959833,72.832134,1,18.51,79.8,10,0,1,846.16
19.094326,72.859265,18.930646,72.836583,1,18.36,82.8,19,6,0,763.47
19.074874,72.863474,18.948701,72.827962,2,14.52,47.3,15,2,0,401.23
19.200628,72.993024,18.931613,72.823549,1,34.81,89.4,2,4,0,912.23
19.081338,72.99785,18.960446,72.841626,3,21.22,61.2,6,3,0,520.03
19.113963,72.835705,19.087601,73.008022,2,18.34,45.5,5,5,1,545.48
19.134067,72.863079,19.090422,73.000105,1,15.19,67.0,10,4,1,714.63
19.103017,72.863111,19.061546,73.010386,1,16.15,45.0,5,5,0,478.34
19.079312,72.884504,19.018035,72.83029,3,8.88,27.4,13,4,1,266.36
18.944895,72.813027,18.943107,72.830052,1,1.8,6.6,10,2,2,74.47
19.061712,72.863252,18.922942,72.835238,1,15.71,46.7,13,5,0,389.24
19.032102,72.848367,19.047404,72.887469,2,4.45,13.0,6,1,0,109.73
18.947998,72.848424,19.065255,72.870176,2,13.24,37.7,15,0,0,304.94
19.126971,72.853869,19.129981,72.847133,2,0.78,3.2,18,0,0,46.16
19.071148,72.836894,18.94424,72.806566,1,14.47,40.5,15,1,0,345.57
19.081655,72.87964,19.128593,72.831647,1,7.26,18.0,4,6,1,213.34
19.100359,72.851253,19.119509,72.903038,3,5.84,18.7,16,1,2,211.96
18.940654,72.839097,18.999175,72.86088,1,6.9,20.3,6,0,0,160.81
18.940386,72.843981,19.078149,72.872276,2,15.6,42.7,15,3,1,402.03
19.035248,72.860213,19.215605,72.967192,1,22.99,101.9,11,6,0,944.91
19.050944,72.835674,19.067259,72.987804,2,16.09,68.0,11,1,0,631.26
19.072173,72.851451,18.94477,72.849182,1,14.17,43.0,7,2,0,360.73
19.072428,72.83234,19.072283,72.886368,1,5.68,22.9,10,5,0,205.87
19.124519,72.858187,19.098973,72.87468,1,3.33,15.4,11,2,0,141.12
19.010398,72.834353,19.07627,72.863731,1,7.95,35.8,10,1,0,326.63
19.108513,72.863331,19.088767,72.853057,1,2.45,8.2,15,6,0,73.26
19.104703,72.874183,18.95418,72.834523,2,17.25,47.0,22,2,0,389.08
19.087542,72.854537,18.951216,72.82476,1,15.48,59.9,18,2,1,615.6
19.20807,72.994243,19.010554,72.862256,1,25.97,72.6,1,0,1,869.72
18.935666,72.814652,18.948567,72.813241,3,1.44,5.2,19,1,0,49.06
19.083548,73.006739,19.091113,72.869241,1,14.47,35.8,22,6,0,296.65
19.072346,73.015912,19.078319,72.86572,1,15.8,48.6,6,3,0,406.47
19.074002,72.87806,19.12598,72.856685,1,6.2,15.6,5,5,0,166.47
19.071705,72.835956,19.078955,73.011997,1,18.52,75.4,10,4,1,783.38
19.072314,72.985985,19.047871,72.837317,1,15.86,41.1,0,5,0,423.71
18.94671,72.807053,19.217937,72.975488,1,34.97,119.0,12,0,0,1030.46
19.199262,72.995077,19.220773,72.979944,4,2.87,9.5,13,5,0,79.7
19.047496,72.881606,19.02061,72.837266,1,5.54,14.5,2,3,0,156.67
19.076914,72.880478,18.941167,72.853719,1,15.35,51.9,15,2,0,453.07
18.955849,72.82239,19.207553,72.97146,1,32.07,106.1,16,0,0,909.45
18.999352,72.829195,18.956948,72.833238,2,4.73,21.4,10,1,0,198.22
19.055739,72.854983,19.078849,72.989625,1,14.38,41.6,5,3,0,429.93
19.068242,72.882795,19.048519,72.834147,1,5.56,18.8,14,4,0,163.79
19.21002,72.960109,19.127693,72.864742,1,13.57,38.3,5,3,0,395.8
19.137812,72.849244,19.085587,72.873148,2,6.33,20.8,7,4,0,172.92
19.072386,72.862678,19.080664,73.015208,3,16.06,68.6,9,6,2,812.6
19.066636,72.978768,19.115724,72.853031,2,14.3,61.6,18,4,0,567.8
19.138712,72.852081,19.054558,72.84875,3,9.36,43.3,10,0,0,401.95
19.041707,72.821216,19.045545,72.8257,1,0.64,2.9,19,1,1,58.84
18.940541,72.81866,19.036102,72.842894,2,10.93,29.5,0,3,0,300.36
19.099662,72.855137,18.9291,72.837882,2,19.05,68.2,11,6,0,595.44
18.930613,72.825874,19.079832,73.010525,1,25.54,70.8,4,2,0,740.17
18.998443,72.834542,19.115869,72.857445,4,13.28,41.1,16,5,0,352.61
19.089832,72.869844,19.025745,72.84746,3,7.5,20.3,22,6,0,168.26
19.040522,72.848276,18.943084,72.836845,1,10.9,46.5,9,2,1,477.59
19.009494,72.849854,19.085273,72.85656,1,8.46,35.4,19,6,0,320.81
19.074442,72.854464,19.215739,72.962499,1,19.38,79.0,19,5,0,710.12
19.054987,72.877448,19.124271,72.920391,1,8.93,27.8,15,3,0,236.96
18.92513,72.830022,18.937299,72.844327,1,2.02,5.6,12,5,1,54.67
19.057146,72.989896,19.063418,72.840586,1,15.71,43.2,0,5,0,450.69
19.057685,73.003591,19.040791,72.829666,2,18.38,47.8,5,0,1,560.88
18.943437,72.811014,19.0764,72.881805,1,16.55,40.7,5,5,0,418.66
19.048173,72.836995,19.065965,72.827091,2,2.24,5.6,0,5,1,71.85
19.067328,72.866711,19.00852,72.843527,1,6.98,22.1,15,2,0,188.5
19.062691,72.981608,18.930272,72.804606,2,23.73,63.0,0,3,1,747.1
19.072968,72.859447,18.937481,72.808112,1,16.0,69.3,17,3,1,731.28
19.099869,72.854327,18.931395,72.832255,1,18.88,62.8,13,1,1,614.63
19.059053,72.815154,18.945545,72.821743,4,12.64,31.5,22,1,1,298.91
19.033122,72.844207,19.120364,72.894504,1,11.05,50.3,8,3,0,472.63
19.109005,72.859658,19.051197,72.851319,3,6.49,19.1,7,0,0,162.81
19.050755,72.846442,19.068254,73.013103,4,17.62,70.3,19,5,0,627.74
19.035163,72.84919,19.139355,72.907181,1,13.09,42.7,15,1,0,355.2
19.1457,72.894268,18.9367,72.847141,1,23.76,60.9,0,4,2,803.96
19.06293,72.9878,19.200997,72.976689,2,15.4,54.9,10,4,2,630.92
19.069603,73.014023,19.203726,72.9662,1,15.74,46.5,13,3,0,388.14
19.033489,72.855801,18.937047,72.843251,1,10.8,35.4,15,5,0,300.76
19.143276,72.890175,19.013012,72.860167,1,14.82,40.6,22,2,1,386.13
18.930961,72.85213,19.222682,72.985369,1,35.33,131.9,11,3,1,1339.63
19.061408,72.83629,18.940077,72.821053,1,13.59,56.5,17,5,0,507.51
19.079239,72.856107,19.064709,73.007859,4,16.03,68.1,17,0,0,625.72
19.081517,72.854235,18.958084,72.827112,1,14.02,47.7,12,5,0,413.08
19.081917,72.981404,18.954279,72.837146,1,20.77,82.6,17,6,0,740.08
19.05874,73.011773,19.138108,72.852038,2,18.96,47.5,4,5,0,485.66
19.132859,72.923952,19.096817,72.881789,3,5.97,25.2,8,0,0,228.74
19.059375,72.981286,19.115807,72.921728,3,8.86,27.9,14,5,1,269.37
19.09196,72.860096,19.13458,72.836426,3,5.35,23.5,8,4,0,216.58
19.132258,72.860348,19.024128,72.832766,1,12.37,44.9,11,0,0,393.72
18.999613,72.842265,18.939795,72.816023,2,7.2,20.8,12,5,0,180.39
19.094391,73.015695,19.119067,72.845123,2,18.13,48.9,22,3,0,406.56
19.123971,72.839638,19.057828,72.827811,1,7.46,33.4,9,3,0,303.85
19.077932,72.843687,19.032886,72.828273,1,5.26,20.0,20,6,0,179.4
18.933291,72.826311,19.200756,72.994857,1,34.62,141.3,17,1,0,1271.35
19.080828,72.854768,19.22108,72.958849,2,19.05,85.7,20,0,0,796.15
19.066898,72.812916,19.11913,72.86483,1,7.97,23.6,12,4,1,229.53
19.13736,72.899278,19.199009,72.993225,2,12.01,55.7,21,1,2,685.76
18.94567,72.850289,19.061585,72.993843,2,19.85,64.1,7,2,0,550.95
19.231828,72.976913,19.059753,72.862416,1,22.6,82.5,10,1,0,722.02
19.074533,72.983877,19.090169,72.879682,2,11.09,41.2,10,4,0,364.78
19.224624,72.975408,19.128058,72.849174,2,17.06,75.2,19,5,0,691.48
18.956136,72.853126,18.925065,72.83009,2,4.22,11.1,4,4,0,101.36
19.124779,72.82686,19.071329,72.881237,1,8.24,36.2,9,3,0,331.74
19.076431,72.86474,19.043709,72.827064,2,5.38,22.3,19,4,1,235.8
19.069313,72.812619,18.934017,72.855079,1,15.69,68.1,19,5,1,710.19
19.054602,72.868196,19.077504,72.884443,1,3.07,11.4,18,0,0,100.4
19.095959,73.016337,19.10463,72.846052,2,17.92,57.5,15,5,0,493.43
19.13487,72.832899,19.145357,72.90433,1,7.59,23.0,12,0,0,192.08
19.007196,72.854871,18.934761,72.835251,1,8.31,24.7,3,0,0,264.55
19.136131,72.906252,19.093895,72.99583,1,10.52,46.3,21,0,0,426.59
19.116505,72.906861,19.07075,72.883828,2,5.63,17.2,14,3,1,168.46
19.055177,72.870284,19.21457,72.980009,3,21.14,78.5,18,2,1,797.35
19.06659,72.825323,18.961915,72.814574,2,11.69,30.2,2,5,0,300.71
19.045837,72.840758,19.137989,72.924862,1,13.53,39.8,15,3,0,338.48
19.134171,72.925652,19.107272,72.868505,3,6.71,18.4,1,1,0,194.1
19.124296,72.855052,19.107239,72.906986,3,5.78,23.2,21,0,0,202.43
19.081431,72.855273,19.043855,72.817938,1,5.73,26.1,10,3,0,241.62
19.232377,72.989094,19.012508,72.85908,1,28.01,74.8,22,6,1,710.5
19.078203,72.979773,19.029278,72.854059,1,14.29,41.9,23,5,0,448.56
19.081821,73.001618,19.105176,72.874268,2,13.63,38.4,12,2,2,422.82
19.060433,72.884097,18.93281,72.852271,1,14.58,36.0,2,6,0,369.05
19.063052,72.863059,19.064445,72.85181,1,1.19,4.3,20,1,0,45.92
19.057683,72.815779,19.20562,72.975649,2,23.51,59.6,23,1,0,608.71
19.218057,72.964206,19.21645,72.992157,2,2.94,11.4,18,2,1,117.14
19.073564,72.886169,19.113978,72.912388,1,5.27,14.4,7,4,0,117.68
19.082983,72.884304,19.07683,72.83264,1,5.47,22.4,10,5,0,205.92
19.217339,72.968894,19.008713,72.86693,2,25.55,83.1,6,4,1,818.36
19.070735,72.87672,19.222005,72.959537,1,18.94,58.0,6,3,0,494.41
19.000244,72.861582,19.109795,72.901327,3,12.88,58.5,19,5,0,539.92
19.11066,72.921579,19.072396,72.884263,1,5.79,14.6,22,1,0,116.98
19.135033,72.917484,19.066301,72.835489,3,11.52,46.1,21,6,0,411.03
19.200849,72.991938,18.956772,72.853149,1,30.81,90.0,16,1,0,759.18
18.929591,72.830197,19.078444,72.832457,1,16.55,51.3,12,3,0,435.11
19.05903,72.821636,18.998447,72.830858,1,6.81,18.8,14,3,0,151.58
19.136421,72.895728,18.940243,72.818709,1,23.27,67.4,15,5,0,566.11
19.114228,72.860731,19.201441,72.981404,2,15.96,73.6,11,1,0,679.88
19.078125,72.872136,18.937277,72.831712,1,16.23,58.3,20,6,0,511.15
19.115508,72.923836,18.937208,72.807977,2,23.27,73.3,12,0,0,619.65
18.998505,72.845628,19.056903,72.816157,1,7.19,20.5,23,0,0,219.65
19.085136,72.995483,19.06887,72.841972,2,16.23,65.3,17,3,2,757.87
19.112054,72.890658,19.073295,72.87141,1,4.76,21.0,9,3,0,195.45
19.131559,72.863177,18.959534,72.83927,1,19.29,49.1,2,3,1,584.93
18.949227,72.854246,19.215539,72.963638,4,31.77,88.8,3,3,2,1194.82
19.053797,72.817201,19.212824,72.965873,1,23.59,97.0,11,0,0,874.8
19.010846,72.852343,19.100656,72.840219,1,10.07,39.9,18,3,0,361.48
19.046487,72.828951,18.938377,72.809281,1,12.2,41.4,15,5,0,353.39
19.052355,72.854609,19.205804,72.989186,3,22.16,96.6,17,6,0,891.46
19.236548,72.987014,18.957042,72.807356,1,36.36,157.5,11,0,0,1443.48
19.061542,72.841013,19.12697,72.891587,2,9.01,36.0,20,6,0,324.34
19.108463,72.828839,19.003762,72.841645,1,11.72,39.6,6,1,0,342.0
19.103293,72.84256,19.036771,72.860946,1,7.65,23.2,16,4,0,192.0
19.139783,72.914379,19.096344,72.846163,2,8.64,32.4,8,1,0,285.92
19.219685,72.993633,19.05877,72.820995,1,25.48,77.6,16,2,0,661.92
19.122199,72.914007,19.067397,72.815911,1,11.97,34.5,4,5,0,356.71
19.108926,72.82981,19.072855,72.879864,1,6.61,20.0,16,5,0,163.67
19.077923,72.860968,19.129733,72.854492,2,5.8,19.5,16,2,0,171.74
18.930706,72.850858,19.106662,72.848125,2,19.57,53.4,2,4,0,558.67
18.920487,72.84051,19.08221,72.873047,1,18.31,52.5,4,5,0,557.75
19.064645,72.860933,19.065868,73.00793,1,15.45,47.6,6,3,0,409.03
19.019175,72.842934,19.107888,72.857449,1,9.98,26.2,22,2,1,257.57
19.123831,72.841418,19.073207,72.871465,1,6.45,19.3,2,6,0,205.59
19.020358,72.853764,19.048995,72.88298,1,4.42,12.9,3,3,1,159.45
19.108137,72.856958,19.060507,73.002496,2,16.18,54.2,14,6,0,465.13
19.060698,72.854023,18.955597,72.809948,1,12.57,45.9,20,1,0,404.02
18.954919,72.820418,19.076937,72.872549,3,14.63,66.3,19,2,0,610.57
19.07546,72.810781,19.12206,72.852949,1,6.82,17.4,5,4,0,176.63
19.084858,73.012998,19.070382,72.854115,1,16.77,77.2,20,1,0,730.05
18.933508,72.824099,19.125081,72.856918,1,21.58,56.1,5,2,0,566.25
19.087083,73.000094,18.956217,72.815399,1,24.26,68.6,23,5,2,936.11
18.944134,72.829279,19.120738,72.829002,1,19.64,49.6,1,3,0,513.93
19.103988,72.854189,18.941929,72.83688,1,18.11,56.1,12,3,0,472.96
18.960061,72.836277,19.085792,72.994412,1,21.72,78.7,8,5,0,693.91
19.230842,72.984409,19.047239,72.83026,2,26.06,67.1,0,1,0,687.81
19.035152,72.835602,19.106114,72.862179,1,8.37,27.3,13,1,2,316.6
18.934675,72.840937,19.117206,72.860619,1,20.4,67.5,6,2,0,580.78
19.114172,72.866167,19.05632,72.886982,1,6.79,29.5,11,4,0,270.8
19.099585,72.875901,19.14195,72.908989,3,5.85,18.3,13,3,0,164.22
19.059682,72.832993,19.224549,72.992043,1,24.8,89.3,19,4,0,779.49
19.045904,72.818959,19.091512,72.858609,1,6.56,28.3,11,1,0,252.03
19.052852,72.832862,19.061195,72.868626,1,3.87,10.3,22,6,0,93.36
19.055755,72.840469,19.068919,72.813253,3,3.21,13.5,21,1,0,125.61
19.089039,72.852079,18.924424,72.823785,4,18.54,62.1,14,1,0,540.79
19.069501,73.008492,19.064945,72.881787,2,13.33,43.6,7,1,0,379.9
19.08709,73.015129,18.933655,72.823694,1,26.38,69.6,0,6,0,719.34
19.076066,72.872651,19.077264,72.883335,1,1.13,4.2,17,0,0,52.49
19.097008,73.017608,19.032229,72.863369,1,17.74,68.3,10,6,1,701.02
19.101513,72.852657,19.022522,72.831462,1,9.06,32.7,20,3,0,284.29
19.083879,72.86762,19.025189,72.848421,1,6.83,20.0,0,6,0,214.28
18.937854,72.842444,19.06103,72.822938,2,13.85,56.1,8,6,1,577.01
19.059345,72.99313,19.042699,72.838031,1,16.41,62.7,20,5,1,640.74
19.106078,72.870517,18.960927,72.823402,3,16.88,76.7,21,5,0,705.18
18.953999,72.840476,18.959801,72.816321,3,2.62,7.0,2,5,0,62.99
19.049853,72.882998,18.954677,72.80847,3,13.17,34.1,23,4,0,351.99
19.110398,72.864384,19.226582,72.95981,1,16.35,47.2,0,6,1,574.1
19.078586,72.867617,19.011154,72.828954,1,8.53,24.1,13,2,1,230.62
19.003868,72.843371,19.135856,72.926711,1,17.09,54.7,7,1,1,543.9
